Country Name,Country Code,Series Name,Series Code,Year,Value
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,1990,107.143081680988
Thailand,THA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,1990,58
Thailand,THA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1990,21.1
Thailand,THA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1990,84094450678.7127
Thailand,THA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1990,1540
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1990,240057412924.494
Thailand,THA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1990,4390
Thailand,THA,Income share held by lowest 20%,SI.DST.FRST.20,1990,5.9
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,68.924
Thailand,THA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1990,2.065
Thailand,THA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1990,50.009
Thailand,THA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,1990,..
Thailand,THA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,1990,..
Thailand,THA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1990,36.9
Thailand,THA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,1990,..
Thailand,THA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,1990,80
Thailand,THA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,1990,..
Thailand,THA,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,..
Thailand,THA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,1990,..
Thailand,THA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1990,..
Thailand,THA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1990,0.9
Thailand,THA,Forest area (sq. km),AG.LND.FRST.K2,1990,193610
Thailand,THA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1990,..
Thailand,THA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1990,..
Thailand,THA,Urban population growth (annual %),SP.URB.GROW,1990,2.51538998931617
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1990,774.494770138849
Thailand,THA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1990,733.142584604656
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1990,85343190719.0107
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,11.1671634446293
Thailand,THA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1990,5.77318216244282
Thailand,THA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,12.4996278305399
Thailand,THA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1990,37.2247439615822
Thailand,THA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1990,34.1319282448808
Thailand,THA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1990,41.6504361196591
Thailand,THA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1990,41.3537625860488
Thailand,THA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,1990,18.526387449594
Thailand,THA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,1990,..
Thailand,THA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,1990,16.9073230109204
Thailand,THA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1990,2.59425018891255
Thailand,THA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1990,0.114475503
Thailand,THA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1990,..
Thailand,THA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1990,65.7498267023435
Thailand,THA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,1990,117.8307988071
Thailand,THA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1990,28165126438.7
Thailand,THA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1990,16.9231450396407
Thailand,THA,Net migration,SM.POP.NETM,1990,152916
Thailand,THA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1990,973244506.8
Thailand,THA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1990,2443549743.009
Thailand,THA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1990,793989990.234375
,,,,1990,
,,,,1990,
,,,,1990,
Data from database: World Development Indicators,,,,1990,
Last Updated: 10/07/2025,,,,1990,
China,CHN,"Population, total",SP.POP.TOTL,1991,1150780000
China,CHN,Population growth (annual %),SP.POP.GROW,1991,1.36443400840349
China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,1991,9562950
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,1991,122.576625036615
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,1991,..
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1991,..
China,CHN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1991,408957641767.684
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1991,360
China,CHN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1991,1274178541672.09
China,CHN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1991,1110
China,CHN,Income share held by lowest 20%,SI.DST.FRST.20,1991,..
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.61
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1991,1.934
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1991,18.812
China,CHN,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,1991,..
China,CHN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,1991,93.7
China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1991,53.1
China,CHN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,1991,..
China,CHN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,1991,92
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,1991,100.579772949219
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,117.760719299316
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,1991,41.5681610107422
China,CHN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1991,0.860360026359558
China,CHN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1991,..
China,CHN,Forest area (sq. km),AG.LND.FRST.K2,1991,1591265.86
China,CHN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1991,..
China,CHN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1991,18.0762439724128
China,CHN,Urban population growth (annual %),SP.URB.GROW,1991,4.60168513214318
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1991,740.586120549437
China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1991,548.953753106589
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1991,384510452961.672
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,9.36170212784847
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1991,6.72654237410879
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1991,23.962990054778
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1991,41.3647026718439
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1991,14.4450323111337
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1991,11.4279491835766
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1991,35.5377442696039
China,CHN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,1991,..
China,CHN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,1991,..
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,1991,..
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1991,2.31124341155315
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1991,0.004061416
China,CHN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1991,..
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1991,35.2918884141562
China,CHN,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,1991,107.1304829556
China,CHN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1991,60259186451.5
China,CHN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1991,11.9296641244236
China,CHN,Net migration,SM.POP.NETM,1991,-544650
China,CHN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1991,389820000
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1991,4366000000
China,CHN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1991,1918750000
Thailand,THA,"Population, total",SP.POP.TOTL,1991,55637434
Thailand,THA,Population growth (annual %),SP.POP.GROW,1991,1.62920710678797
Thailand,THA,Surface area (sq. km),AG.SRF.TOTL.K2,1991,513120
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,1991,108.902961498561
Thailand,THA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,1991,..
Thailand,THA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1991,..
Thailand,THA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1991,95022127172.7686
Thailand,THA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1991,1710
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1991,269195333034.883
Thailand,THA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1991,4840
Thailand,THA,Income share held by lowest 20%,SI.DST.FRST.20,1991,..
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.132
Thailand,THA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1991,2.036
Thailand,THA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1991,51.134
Thailand,THA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,1991,..
Thailand,THA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,1991,..
Thailand,THA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1991,34.9
Thailand,THA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,1991,..
Thailand,THA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,1991,79
Thailand,THA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,1991,..
Thailand,THA,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,..
Thailand,THA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,1991,..
Thailand,THA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1991,0.972239971160889
Thailand,THA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1991,1.4
Thailand,THA,Forest area (sq. km),AG.LND.FRST.K2,1991,193247
Thailand,THA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1991,..
Thailand,THA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1991,..
Thailand,THA,Urban population growth (annual %),SP.URB.GROW,1991,2.20192549208764
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1991,825.479872492741
Thailand,THA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1991,814.793148080841
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1991,98234714971.0612
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,8.5582603212423
Thailand,THA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1991,5.74652378137894
Thailand,THA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1991,12.6498265961915
Thailand,THA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1991,38.6578814548068
Thailand,THA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1991,35.9643095170182
Thailand,THA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1991,42.5068254603993
Thailand,THA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1991,42.8413775479448
Thailand,THA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,1991,19.149496594148
Thailand,THA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,1991,..
Thailand,THA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,1991,17.4135039767451
Thailand,THA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1991,2.64502481409377
Thailand,THA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1991,0.220234042
Thailand,THA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1991,..
Thailand,THA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1991,67.1829709277845
Thailand,THA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,1991,116.9643958696
Thailand,THA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1991,37772319224.6
Thailand,THA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1991,13.007634978955
Thailand,THA,Net migration,SM.POP.NETM,1991,124034
Thailand,THA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1991,1019360107
Thailand,THA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1991,2013985971.10096
Thailand,THA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1991,713770019.53125
,,,,1991,
,,,,1991,
,,,,1991,
Data from database: World Development Indicators,,,,1991,
Last Updated: 10/07/2025,,,,1991,
China,CHN,"Population, total",SP.POP.TOTL,1992,1164970000
China,CHN,Population growth (annual %),SP.POP.GROW,1992,1.2255362283362
China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,1992,9562950
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,1992,124.088088834447
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,1992,..
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,..
China,CHN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1992,461614895625.848
China,CHN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1992,400
China,CHN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1992,1487299880713.34
China,CHN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1992,1280
China,CHN,Income share held by lowest 20%,SI.DST.FRST.20,1992,..
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,69.059
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,1.776
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1992,16.081
China,CHN,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,1992,..
China,CHN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,1992,84.1
China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1992,52.2
China,CHN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,1992,14.2
China,CHN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,1992,87
China,CHN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,1992,94.8394393920898
China,CHN,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,114.985740661621
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,1992,44.4469909667969
China,CHN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1992,0.874170005321503
China,CHN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1992,..
China,CHN,Forest area (sq. km),AG.LND.FRST.K2,1992,1611125.82
China,CHN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1992,..
China,CHN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1992,18.3772381990117
China,CHN,Urban population growth (annual %),SP.URB.GROW,1992,4.42511729026799
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1992,756.63514647117
China,CHN,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1992,604.694541490339
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1992,428502354788.069
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,14.2996108947926
China,CHN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1992,8.20014685761386
China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,21.2498856848723
China,CHN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,1992,42.9556871107431
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1992,15.6002410213269
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1992,14.4338530320539
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1992,39.3081668840399
China,CHN,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,1992,..
China,CHN,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,1992,..
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,1992,..
China,CHN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1992,2.44954206753443
China,CHN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1992,0.014946866
China,CHN,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1992,..
China,CHN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1992,38.6287258752326
China,CHN,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,1992,109.3168193749
China,CHN,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,1992,72538895534.7
China,CHN,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,1992,10.2103523871014
China,CHN,Net migration,SM.POP.NETM,1992,-142985
China,CHN,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1992,619380000
China,CHN,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1992,11156000000
China,CHN,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1992,2988260009.76563
Thailand,THA,"Population, total",SP.POP.TOTL,1992,56528834
Thailand,THA,Population growth (annual %),SP.POP.GROW,1992,1.58945961673195
Thailand,THA,Surface area (sq. km),AG.SRF.TOTL.K2,1992,513120
Thailand,THA,Population density (people per sq. km of land area),EN.POP.DNST,1992,110.647759791736
Thailand,THA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,1992,50
Thailand,THA,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,1992,16.2
Thailand,THA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1992,109085962517.08
Thailand,THA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1992,1930
Thailand,THA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1992,296525624802.927
Thailand,THA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1992,5250
Thailand,THA,Income share held by lowest 20%,SI.DST.FRST.20,1992,5.4
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1992,69.353
Thailand,THA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1992,2.008
Thailand,THA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1992,51.407
Thailand,THA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,1992,..
Thailand,THA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,1992,..
Thailand,THA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,1992,33
Thailand,THA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,1992,..
Thailand,THA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,1992,74
Thailand,THA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,1992,..
Thailand,THA,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,..
Thailand,THA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,1992,..
Thailand,THA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1992,0.974089980125427
Thailand,THA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1992,1.8
Thailand,THA,Forest area (sq. km),AG.LND.FRST.K2,1992,192884
Thailand,THA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,1992,..
Thailand,THA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,1992,..
Thailand,THA,Urban population growth (annual %),SP.URB.GROW,1992,2.16227592469969
Thailand,THA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1992,865.704309113413
Thailand,THA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1992,913.639931083666
